Number,Text,Caption
275,وَ قَالَ [عليه السلام] إِنَّ الطَّمَعَ مُورِدٌ غَيْرُ مُصْدِرٍ وَ ضَامِنٌ غَيْرُ وَفِيٍّ وَ رُبَّمَا شَرِقَ شَارِبُ الْمَاءِ قَبْلَ رِيِّهِ وَ كُلَّمَا عَظُمَ قَدْرُ الشَّيْ‏ءِ الْمُتَنَافَسِ فِيهِ عَظُمَتِ الرَّزِيَّةُ لِفَقْدِهِ وَ الْأَمَانِيُّ تُعْمِى أَعْيُنَ الْبَصَائِرِ وَ الْحَظُّ يَأْتِى مَنْ لَا يَأْتِيهِ .,حکمت
276,وَ قَالَ [عليه السلام] اللَّهُمَّ إِنِّى أَعُوذُ بِكَ مِنْ أَنْ تُحَسِّنَ فِى لَامِعَةِ الْعُيُونِ عَلَانِيَتِى وَ تُقَبِّحَ فِيمَا أُبْطِنُ لَكَ سَرِيرَتِى مُحَافِظاً عَلَى رِثَاءِ النَّاسِ مِنْ نَفْسِى بِجَمِيعِ مَا أَنْتَ مُطَّلِعٌ عَلَيْهِ مِنِّى فَأُبْدِيَ لِلنَّاسِ حُسْنَ ظَاهِرِى وَ أُفْضِيَ إِلَيْكَ بِسُوءِ عَمَلِى تَقَرُّباً إِلَى عِبَادِكَ وَ تَبَاعُداً مِنْ مَرْضَاتِكَ .,حکمت
277,وَ قَالَ [عليه السلام] لَا وَ الَّذِى أَمْسَيْنَا مِنْهُ فِى غُبْرِ لَيْلَةٍ دَهْمَاءَ تَكْشِرُ عَنْ يَوْمٍ أَغَرَّ مَا كَانَ كَذَا وَ كَذَا .,حکمت
278,وَ قَالَ [عليه السلام] قَلِيلٌ تَدُومُ عَلَيْهِ أَرْجَى مِنْ كَثِيرٍ مَمْلُولٍ مِنْهُ .,حکمت
279,وَ قَالَ [عليه السلام] إِذَا أَضَرَّتِ النَّوَافِلُ بِالْفَرَائِضِ فَارْفُضُوهَا .,حکمت
280,وَ قَالَ [عليه السلام] مَنْ تَذَكَّرَ بُعْدَ السَّفَرِ اسْتَعَدَّ .,حکمت
281,وَ قَالَ [عليه السلام] لَيْسَتِ الرَّوِيَّةُ كَالْمُعَايَنَةِ مَعَ الْإِبْصَارِ فَقَدْ تَكْذِبُ الْعُيُونُ أَهْلَهَا وَ لَا يَغُشُّ الْعَقْلُ مَنِ اسْتَنْصَحَهُ .,حکمت
282,وَ قَالَ [عليه السلام] بَيْنَكُمْ وَ بَيْنَ الْمَوْعِظَةِ حِجَابٌ مِنَ الْغِرَّةِ .,حکمت
283,وَ قَالَ [عليه السلام] جَاهِلُكُمْ مُزْدَادٌ وَ عَالِمُكُمْ مُسَوِّفٌ,حکمت
284,وَ قَالَ [عليه السلام] قَطَعَ الْعِلْمُ عُذْرَ الْمُتَعَلِّلِينَ .,حکمت
285,وَ قَالَ [عليه السلام] كُلُّ مُعَاجَلٍ يَسْأَلُ الْإِنْظَارَ وَ كُلُّ مُؤَجَّلٍ يَتَعَلَّلُ بِالتَّسْوِيفِ .,حکمت
286,وَ قَالَ [عليه السلام] مَا قَالَ النَّاسُ لِشَيْ‏ءٍ طُوبَى لَهُ إِلَّا وَ قَدْ خَبَأَ لَهُ الدَّهْرُ يَوْمَ سَوْءٍ .,حکمت
287,وَ سُئِلَ عَنِ الْقَدَرِ فَقَالَ طَرِيقٌ مُظْلِمٌ فَلَا تَسْلُكُوهُ وَ بَحْرٌ عَمِيقٌ فَلَا تَلِجُوهُ وَ سِرُّ اللَّهِ فَلَا تَتَكَلَّفُوهُ .,حکمت
288,وَ قَالَ [عليه السلام] إِذَا أَرْذَلَ اللَّهُ عَبْداً حَظَرَ عَلَيْهِ الْعِلْمَ .,حکمت
289,وَ قَالَ [عليه السلام] كَانَ لِى فِيمَا مَضَى أَخٌ فِى اللَّهِ وَ كَانَ يُعْظِمُهُ فِى عَيْنِى صِغَرُ الدُّنْيَا فِى عَيْنِهِ وَ كَانَ خَارِجاً مِنْ سُلْطَانِ بَطْنِهِ فَلَا يَشْتَهِى مَا لَا يَجِدُ وَ لَا يُكْثِرُ إِذَا وَجَدَ وَ كَانَ أَكْثَرَ دَهْرِهِ صَامِتاً فَإِنْ قَالَ بَذَّ الْقَائِلِينَ وَ نَقَعَ غَلِيلَ السَّائِلِينَ وَ كَانَ ضَعِيفاً مُسْتَضْعَفاً فَإِنْ جَاءَ الْجِدُّ فَهُوَ لَيْثُ غَابٍ وَ صِلُّ وَادٍ لَا يُدْلِى بِحُجَّةٍ حَتَّى يَأْتِيَ قَاضِياً وَ كَانَ لَا يَلُومُ أَحَداً عَلَى مَا يَجِدُ الْعُذْرَ فِى مِثْلِهِ حَتَّى يَسْمَعَ اعْتِذَارَهُ وَ كَانَ لَا يَشْكُو وَجَعاً إِلَّا عِنْدَ بُرْئِهِ وَ كَانَ يَقُولُ مَا يَفْعَلُ وَ لَا يَقُولُ مَا لَا يَفْعَلُ وَ كَانَ إِذَا غُلِبَ عَلَى الْكَلَامِ لَمْ يُغْلَبْ عَلَى السُّكُوتِ وَ كَانَ عَلَى مَا يَسْمَعُ أَحْرَصَ مِنْهُ عَلَى أَنْ يَتَكَلَّمَ وَ كَانَ إِذَا بَدَهَهُ أَمْرَانِ يَنْظُرُ أَيُّهُمَا أَقْرَبُ إِلَى الْهَوَى فَيُخَالِفُهُ فَعَلَيْكُمْ بِهَذِهِ الْخَلَائِقِ فَالْزَمُوهَا وَ تَنَافَسُوا فِيهَا فَإِنْ لَمْ تَسْتَطِيعُوهَا فَاعْلَمُوا أَنَّ أَخْذَ الْقَلِيلِ خَيْرٌ مِنْ تَرْكِ الْكَثِيرِ .,حکمت
290,وَ قَالَ [عليه السلام] لَوْ لَمْ يَتَوَعَّدِ اللَّهُ عَلَى مَعْصِيَتِهِ لَكَانَ يَجِبُ أَلَّا يُعْصَى شُكْراً لِنِعَمِهِ .,حکمت
291,"وَ قَالَ [عليه السلام] وَ قَدْ عَزَّى الْأَشْعَثَ بْنَ قَيْسٍ عَنِ ابْنٍ لَهُ
يَا أَشْعَثُ إِنْ تَحْزَنْ عَلَى ابْنِكَ فَقَدِ اسْتَحَقَّتْ مِنْكَ ذَلِكَ الرَّحِمُ وَ إِنْ تَصْبِرْ فَفِى اللَّهِ مِنْ كُلِّ مُصِيبَةٍ خَلَفٌ يَا أَشْعَثُ إِنْ صَبَرْتَ جَرَى عَلَيْكَ الْقَدَرُ وَ أَنْتَ مَأْجُورٌ وَ إِنْ جَزِعْتَ جَرَى عَلَيْكَ الْقَدَرُ وَ أَنْتَ مَأْزُورٌ يَا أَشْعَثُ ابْنُكَ سَرَّكَ وَ هُوَ بَلَاءٌ وَ فِتْنَةٌ وَ حَزَنَكَ وَ هُوَ ثَوَابٌ وَ رَحْمَةٌ",حکمت
292,"وَ قَالَ ع عَلَى قَبْرِ رَسُولِ اللَّهِ ص سَاعَةَ دَفْنِهِ
إِنَّ الصَّبْرَ لَجَمِيلٌ إِلَّا عَنْكَ وَ إِنَّ الْجَزَعَ لَقَبِيحٌ إِلَّا عَلَيْكَ وَ إِنَّ الْمُصَابَ بِكَ لَجَلِيلٌ وَ إِنَّهُ قَبْلَكَ وَ بَعْدَكَ لَجَلَلٌ",حکمت
293,وَ قَالَ [عليه السلام] لَا تَصْحَبِ الْمَائِقَ فَإِنَّهُ يُزَيِّنُ لَكَ فِعْلَهُ وَ يَوَدُّ أَنْ تَكُونَ مِثْلَهُ,حکمت
294,وَ قَدْ سُئِلَ عَنْ مَسَافَةِ مَا بَيْنَ الْمَشْرِقِ وَ الْمَغْرِبِ فَقَالَ ع مَسِيرَةُ يَوْمٍ لِلشَّمْسِ .,حکمت
295,وَ قَالَ [عليه السلام] أَصْدِقَاؤُكَ ثَلَاثَةٌ وَ أَعْدَاؤُكَ ثَلَاثَةٌ فَأَصْدِقَاؤُكَ صَدِيقُكَ وَ صَدِيقُ صَدِيقِكَ وَ عَدُوُّ عَدُوِّكَ وَ أَعْدَاؤُكَ عَدُوُّكَ وَ عَدُوُّ صَدِيقِكَ وَ صَدِيقُ عَدُوِّكَ .,حکمت
296,وَ قَالَ [عليه السلام] لِرَجُلٍ رَآهُ يَسْعَى عَلَى عَدُوٍّ لَهُ بِمَا فِيهِ إِضْرَارٌ بِنَفْسِهِ إِنَّمَا أَنْتَ كَالطَّاعِنِ نَفْسَهُ لِيَقْتُلَ رِدْفَهُ .,حکمت
297,وَ قَالَ [عليه السلام] مَا أَكْثَرَ الْعِبَرَ وَ أَقَلَّ الِاعْتِبَارَ .,حکمت
298,وَ قَالَ [عليه السلام] مَنْ بَالَغَ فِى الْخُصُومَةِ أَثِمَ وَ مَنْ قَصَّرَ فِيهَا ظُلِمَ وَ لَا يَسْتَطِيعُ أَنْ يَتَّقِيَ اللَّهَ مَنْ خَاصَمَ .,حکمت
299,وَ قَالَ [عليه السلام] مَا أَهَمَّنِى ذَنْبٌ أُمْهِلْتُ بَعْدَهُ حَتَّى أُصَلِّيَ رَكْعَتَيْنِ وَ أَسْأَلَ اللَّهَ الْعَافِيَةَ .,حکمت
300,وَ سُئِلَ [عليه السلام] كَيْفَ يُحَاسِبُ اللَّهُ الْخَلْقَ عَلَى كَثْرَتِهِمْ فَقَالَ [عليه السلام] كَمَا يَرْزُقُهُمْ عَلَى كَثْرَتِهِمْ فَقِيلَ كَيْفَ يُحَاسِبُهُمْ وَ لَا يَرَوْنَهُ فَقَالَ [عليه السلام] كَمَا يَرْزُقُهُمْ وَ لَا يَرَوْنَهُ .,حکمت
301,وَ قَالَ [عليه السلام] رَسُولُكَ تَرْجُمَانُ عَقْلِكَ وَ كِتَابُكَ أَبْلَغُ مَا يَنْطِقُ عَنْكَ .,حکمت
302,وَ قَالَ [عليه السلام] مَا الْمُبْتَلَى الَّذِى قَدِ اشْتَدَّ بِهِ الْبَلَاءُ بِأَحْوَجَ إِلَى الدُّعَاءِ الَّذِى لَا يَأْمَنُ الْبَلَاءَ .,حکمت
303,وَ قَالَ [عليه السلام] النَّاسُ أَبْنَاءُ الدُّنْيَا وَ لَا يُلَامُ الرَّجُلُ عَلَى حُبِّ أُمِّهِ .,حکمت
304,وَ قَالَ [عليه السلام] إِنَّ الْمِسْكِينَ رَسُولُ اللَّهِ فَمَنْ مَنَعَهُ فَقَدْ مَنَعَ اللَّهَ وَ مَنْ أَعْطَاهُ فَقَدْ أَعْطَى اللَّهَ .,حکمت
305,وَ قَالَ [عليه السلام] مَا زَنَى غَيُورٌ قَطُّ .,حکمت
306,وَ قَالَ [عليه السلام] كَفَى بِالْأَجَلِ حَارِساً .,حکمت
307,"وَ قَالَ [عليه السلام] يَنَامُ الرَّجُلُ عَلَى الثُّكْلِ وَ لَا يَنَامُ عَلَى الْحَرَبِ .
قال الرضى و معنى ذلك أنه يصبر على قتل الأولاد و لا يصبر على سلب الأموال .",حکمت
308,وَ قَالَ [عليه السلام] مَوَدَّةُ الْآبَاءِ قَرَابَةٌ بَيْنَ الْأَبْنَاءِ وَ الْقَرَابَةُ إِلَى الْمَوَدَّةِ أَحْوَجُ مِنَ الْمَوَدَّةِ إِلَى الْقَرَابَةِ .,حکمت
309,وَ قَالَ [عليه السلام] اتَّقُوا ظُنُونَ الْمُؤْمِنِينَ فَإِنَّ اللَّهَ تَعَالَى جَعَلَ الْحَقَّ عَلَى أَلْسِنَتِهِمْ .,حکمت
310,  وَ قَالَ [عليه السلام] لَا يَصْدُقُ إِيمَانُ عَبْدٍ حَتَّى يَكُونَ بِمَا فِى يَدِ اللَّهِ أَوْثَقَ مِنْهُ بِمَا فِى يَدِهِ .,حکمت
311,"وَ قَالَ [عليه السلام] لِأَنَسِ بْنِ مَالِكٍ وَ قَدْ كَانَ بَعَثَهُ إِلَى طَلْحَةَ وَ الزُّبَيْرِ لَمَّا جَاءَ إِلَى الْبَصْرَةِ يُذَكِّرُهُمَا شَيْئاً مِمَّا سَمِعَهُ مِنْ رَسُولِ اللَّهِ ص فِى مَعْنَاهُمَا فَلَوَى عَنْ ذَلِكَ فَرَجَعَ إِلَيْهِ فَقَالَ إِنِّى أُنْسِيتُ ذَلِكَ الْأَمْرَ فَقَالَ ع إِنْ كُنْتَ كَاذِباً فَضَرَبَكَ اللَّهُ بِهَا بَيْضَاءَ لَامِعَةً لَا تُوَارِيهَا الْعِمَامَةُ .
قال الرضى يعنى البرص فأصاب أنسا هذا الداء فيما بعد فى وجهه فكان لا يرى إلا مبرقعا .",حکمت
312,وَ قَالَ [عليه السلام] إِنَّ لِلْقُلُوبِ إِقْبَالًا وَ إِدْبَاراً فَإِذَا أَقْبَلَتْ فَاحْمِلُوهَا عَلَى النَّوَافِلِ وَ إِذَا أَدْبَرَتْ فَاقْتَصِرُوا بِهَا عَلَى الْفَرَائِضِ.,حکمت
313,وَ قَالَ [عليه السلام] وَ فِى الْقُرْآنِ نَبَأُ مَا قَبْلَكُمْ وَ خَبَرُ مَا بَعْدَكُمْ وَ حُكْمُ مَا بَيْنَكُمْ .,حکمت
314,وَ قَالَ [عليه السلام] رُدُّوا الْحَجَرَ مِنْ حَيْثُ جَاءَ فَإِنَّ الشَّرَّ لَا يَدْفَعُهُ إِلَّا الشَّرُّ .,حکمت
315,وَ قَالَ [عليه السلام] لِكَاتِبِهِ عُبَيْدِ اللَّهِ بْنِ أَبِى رَافِعٍ أَلِقْ دَوَاتَكَ وَ أَطِلْ جِلْفَةَ قَلَمِكَ وَ فَرِّجْ بَيْنَ السُّطُورِ وَ قَرْمِطْ بَيْنَ الْحُرُوفِ فَإِنَّ ذَلِكَ أَجْدَرُ بِصَبَاحَةِ الْخَطِّ .,حکمت
316,"وَ قَالَ [عليه السلام] أَنَا يَعْسُوبُ الْمُؤْمِنِينَ وَ الْمَالُ يَعْسُوبُ الْفُجَّارِ
قال الرضى و معنى ذلك أن المؤمنين يتبعوننى و الفجار يتبعون المال كما تتبع النحل يعسوبها و هو رئيسها .",حکمت
317,وَ قَالَ لَهُ بَعْضُ الْيَهُودِ مَا دَفَنْتُمْ نَبِيَّكُمْ حَتَّى اخْتَلَفْتُمْ فِيهِ فَقَالَ [عليه السلام] لَهُ إِنَّمَا اخْتَلَفْنَا عَنْهُ لَا فِيهِ وَ لَكِنَّكُمْ مَا جَفَّتْ أَرْجُلُكُمْ مِنَ الْبَحْرِ حَتَّى قُلْتُمْ لِنَبِيِّكُمْ اجْعَلْ لَنا إِلهاً كَما لَهُمْ آلِهَةٌ قالَ إِنَّكُمْ قَوْمٌ تَجْهَلُونَ .,حکمت
318,"وَ قِيلَ لَهُ بِأَيِّ شَيْ‏ءٍ غَلَبْتَ الْأَقْرَانَ فَقَالَ [عليه السلام] مَا لَقِيتُ رَجُلًا إِلَّا أَعَانَنِى عَلَى نَفْسِهِ .
قال الرضى يومئ بذلك إلى تمكن هيبته فى القلوب .",حکمت
319,وَ قَالَ [عليه السلام] لِابْنِهِ مُحَمَّدِ ابْنِ الْحَنَفِيَّةِ يَا بُنَيَّ إِنِّى أَخَافُ عَلَيْكَ الْفَقْرَ فَاسْتَعِذْ بِاللَّهِ مِنْهُ فَإِنَّ الْفَقْرَ مَنْقَصَةٌ لِلدِّينِ مَدْهَشَةٌ لِلْعَقْلِ دَاعِيَةٌ لِلْمَقْتِ .,حکمت
320,وَ قَالَ [عليه السلام] لِسَائِلٍ سَأَلَهُ عَنْ مُعْضِلَةٍ سَلْ تَفَقُّهاً وَ لَا تَسْأَلْ تَعَنُّتاً فَإِنَّ الْجَاهِلَ الْمُتَعَلِّمَ شَبِيهٌ بِالْعَالِمِ وَ إِنَّ الْعَالِمَ الْمُتَعَسِّفَ شَبِيهٌ بِالْجَاهِلِ الْمُتَعَنِّتِ .,حکمت
321,وَ قَالَ [عليه السلام] لِعَبْدِ اللَّهِ بْنِ الْعَبَّاسِ وَ قَدْ أَشَارَ إِلَيْهِ فِى شَيْ‏ءٍ لَمْ يُوَافِقْ رَأْيَهُ لَكَ أَنْ تُشِيرَ عَلَيَّ وَ أَرَى فَإِنْ عَصَيْتُكَ فَأَطِعْنِى .,حکمت
322,وَ رُوِيَ أَنَّهُ [عليه السلام] لَمَّا وَرَدَ الْكُوفَةَ قَادِماً مِنْ صِفِّينَ مَرَّ بِالشِّبَامِيِّينَ فَسَمِعَ بُكَاءَ النِّسَاءِ عَلَى قَتْلَى صِفِّينَ وَ خَرَجَ إِلَيْهِ حَرْبُ بْنُ شُرَحْبِيلَ الشِّبَامِيِّ وَ كَانَ مِنْ وُجُوهِ قَوْمِهِ فَقَالَ [عليه السلام] لَهُ أَ تَغْلِبُكُمْ نِسَاؤُكُمْ عَلَى مَا أَسْمَعُ أَ لَا تَنْهَوْنَهُنَّ عَنْ هَذَا الرَّنِينِ وَ أَقْبَلَ حَرْبٌ يَمْشِى مَعَهُ وَ هُوَ [عليه السلام] رَاكِبٌ فَقَالَ [عليه السلام] ارْجِعْ فَإِنَّ مَشْيَ مِثْلِكَ مَعَ مِثْلِى فِتْنَةٌ لِلْوَالِى وَ مَذَلَّةٌ لِلْمُؤْمِنِ .,حکمت
323,وَ رُوِيَ أَنَّهُ [عليه السلام] لَمَّا وَرَدَ الْكُوفَةَ قَادِماً مِنْ صِفِّينَ مَرَّ بِالشِّبَامِيِّينَ فَسَمِعَ بُكَاءَ النِّسَاءِ عَلَى قَتْلَى صِفِّينَ وَ خَرَجَ إِلَيْهِ حَرْبُ بْنُ شُرَحْبِيلَ الشِّبَامِيِّ وَ كَانَ مِنْ وُجُوهِ قَوْمِهِ فَقَالَ [عليه السلام] لَهُ أَ تَغْلِبُكُمْ نِسَاؤُكُمْ عَلَى مَا أَسْمَعُ أَ لَا تَنْهَوْنَهُنَّ عَنْ هَذَا الرَّنِينِ وَ أَقْبَلَ حَرْبٌ يَمْشِى مَعَهُ وَ هُوَ [عليه السلام] رَاكِبٌ فَقَالَ [عليه السلام] ارْجِعْ فَإِنَّ مَشْيَ مِثْلِكَ مَعَ مِثْلِى فِتْنَةٌ لِلْوَالِى وَ مَذَلَّةٌ لِلْمُؤْمِنِ .,حکمت
324,وَ قَالَ [عليه السلام] اتَّقُوا مَعَاصِيَ اللَّهِ فِى الْخَلَوَاتِ فَإِنَّ الشَّاهِدَ هُوَ الْحَاكِمُ .,حکمت
325,"وَ قَالَ [عليه السلام] لَمَّا بَلَغَهُ قَتْلُ مُحَمَّدِ بْنِ أَبِى بَكْرٍ .
إِنَّ حُزْنَنَا عَلَيْهِ عَلَى قَدْرِ سُرُورِهِمْ بِهِ إِلَّا أَنَّهُمْ نَقَصُوا بَغِيضاً وَ نَقَصْنَا حَبِيباً .",حکمت
326,وَ قَالَ [عليه السلام] الْعُمُرُ الَّذِى أَعْذَرَ اللَّهُ فِيهِ إِلَى ابْنِ آدَمَ سِتُّونَ سَنَةً .,حکمت
327,وَ قَالَ [عليه السلام] مَا ظَفِرَ مَنْ ظَفِرَ الْإِثْمُ بِهِ وَ الْغَالِبُ بِالشَّرِّ مَغْلُوبٌ .,حکمت
328,وَ قَالَ [عليه السلام] إِنَّ اللَّهَ سُبْحَانَهُ فَرَضَ فِى أَمْوَالِ الْأَغْنِيَاءِ أَقْوَاتَ الْفُقَرَاءِ فَمَا جَاعَ فَقِيرٌ إِلَّا بِمَا مُتِّعَ بِهِ غَنِيٌّ وَ اللَّهُ تَعَالَى سَائِلُهُمْ عَنْ ذَلِكَ .,حکمت
329,وَ قَالَ [عليه السلام] الِاسْتِغْنَاءُ عَنِ الْعُذْرِ أَعَزُّ مِنَ الصِّدْقِ بِهِ .,حکمت
330,وَ قَالَ [عليه السلام] أَقَلُّ مَا يَلْزَمُكُمْ لِلَّهِ أَلَّا تَسْتَعِينُوا بِنِعَمِهِ عَلَى مَعَاصِيهِ .,حکمت
331,وَ قَالَ [عليه السلام] إِنَّ اللَّهَ سُبْحَانَهُ جَعَلَ الطَّاعَةَ غَنِيمَةَ الْأَكْيَاسِ عِنْدَ تَفْرِيطِ الْعَجَزَةِ .,حکمت
332,وَ قَالَ [عليه السلام] السُّلْطَانُ وَزَعَةُ اللَّهِ فِى أَرْضِهِ .,حکمت
333,وَ قَالَ [عليه السلام] فِى صِفَةِ الْمُؤْمِنِ الْمُؤْمِنُ بِشْرُهُ فِى وَجْهِهِ وَ حُزْنُهُ فِى قَلْبِهِ أَوْسَعُ شَيْ‏ءٍ صَدْراً وَ أَذَلُّ شَيْ‏ءٍ نَفْساً يَكْرَهُ الرِّفْعَةَ وَ يَشْنَأُ السُّمْعَةَ طَوِيلٌ غَمُّهُ بَعِيدٌ هَمُّهُ كَثِيرٌ صَمْتُهُ مَشْغُولٌ وَقْتُهُ شَكُورٌ صَبُورٌ مَغْمُورٌ بِفِكْرَتِهِ ضَنِينٌ بِخَلَّتِهِ سَهْلُ الْخَلِيقَةِ لَيِّنُ الْعَرِيكَةِ نَفْسُهُ أَصْلَبُ مِنَ الصَّلْدِ وَ هُوَ أَذَلُّ مِنَ الْعَبْدِ .,حکمت
334,وَ قَالَ [عليه السلام] لَوْ رَأَى الْعَبْدُ الْأَجَلَ وَ مَصِيرَهُ لَأَبْغَضَ الْأَمَلَ وَ غُرُورَهُ .,حکمت
335,وَ قَالَ [عليه السلام] لِكُلِّ امْرِئٍ فِى مَالِهِ شَرِيكَانِ الْوَارِثُ وَ الْحَوَادِثُ .,حکمت
336,وَ قَالَ [عليه السلام] الْمَسْئُولُ حُرٌّ حَتَّى يَعِدَ .,حکمت
337,وَ قَالَ [عليه السلام] الدَّاعِى بِلَا عَمَلٍ كَالرَّامِى بِلَا وَتَرٍ .,حکمت
338,وَ قَالَ [عليه السلام] الْعِلْمُ عِلْمَانِ مَطْبُوعٌ وَ مَسْمُوعٌ وَ لَا يَنْفَعُ الْمَسْمُوعُ إِذَا لَمْ يَكُنِ الْمَطْبُوعُ .,حکمت
339,وَ قَالَ [عليه السلام] صَوَابُ الرَّأْيِ بِالدُّوَلِ يُقْبِلُ بِإِقْبَالِهَا وَ يَذْهَبُ بِذَهَابِهَا .,حکمت
340,وَ قَالَ [عليه السلام] الْعَفَافُ زِينَةُ الْفَقْرِ وَ الشُّكْرُ زِينَةُ الْغِنَى .,حکمت
341,وَ قَالَ [عليه السلام] يَوْمُ الْعَدْلِ عَلَى الظَّالِمِ أَشَدُّ مِنْ يَوْمِ الْجَوْرِ عَلَى الْمَظْلُومِ .,حکمت
342,وَ قَالَ [عليه السلام] الْغِنَى الْأَكْبَرُ الْيَأْسُ عَمَّا فِى أَيْدِى النَّاسِ .,حکمت
343,وَ قَالَ [عليه السلام] الْأَقَاوِيلُ مَحْفُوظَةٌ وَ السَّرَائِرُ مَبْلُوَّةٌ وَ كُلُّ نَفْسٍ بِما كَسَبَتْ رَهِينَةٌ وَ النَّاسُ مَنْقُوصُونَ مَدْخُولُونَ إِلَّا مَنْ عَصَمَ اللَّهُ سَائِلُهُمْ مُتَعَنِّتٌ وَ مُجِيبُهُمْ مُتَكَلِّفٌ يَكَادُ أَفْضَلُهُمْ رَأْياً يَرُدُّهُ عَنْ فَضْلِ رَأْيِهِ الرِّضَى وَ السُّخْطُ وَ يَكَادُ أَصْلَبُهُمْ عُوداً تَنْكَؤُهُ اللَّحْظَةُ وَ تَسْتَحِيلُهُ الْكَلِمَةُ الْوَاحِدَةُ .,حکمت
344,وَ قَالَ [عليه السلام] مَعَاشِرَ النَّاسِ اتَّقُوا اللَّهَ فَكَمْ مِنْ مُؤَمِّلٍ مَا لَا يَبْلُغُهُ وَ بَانٍ مَا لَا يَسْكُنُهُ وَ جَامِعٍ مَا سَوْفَ يَتْرُكُهُ وَ لَعَلَّهُ مِنْ بَاطِلٍ جَمَعَهُ وَ مِنْ حَقٍّ مَنَعَهُ أَصَابَهُ حَرَاماً وَ احْتَمَلَ بِهِ آثَاماً فَبَاءَ بِوِزْرِهِ وَ قَدِمَ عَلَى رَبِّهِ آسِفاً لَاهِفاً قَدْ خَسِرَ الدُّنْيا وَ الْآخِرَةَ ذلِكَ هُوَ الْخُسْرانُ الْمُبِينُ .,حکمت
345,وَ قَالَ [عليه السلام] مِنَ الْعِصْمَةِ تَعَذُّرُ الْمَعَاصِى .,حکمت
346,وَ قَالَ [عليه السلام] مَاءُ وَجْهِكَ جَامِدٌ يُقْطِرُهُ السُّؤَالُ فَانْظُرْ عِنْدَ مَنْ تُقْطِرُهُ .,حکمت
347,وَ قَالَ [عليه السلام] الثَّنَاءُ بِأَكْثَرَ مِنَ الِاسْتِحْقَاقِ مَلَقٌ وَ التَّقْصِيرُ عَنِ الِاسْتِحْقَاقِ عِيٌّ أَوْ حَسَدٌ .,حکمت
348,وَ قَالَ [عليه السلام] أَشَدُّ الذُّنُوبِ مَا اسْتَهَانَ بِهِ صَاحِبُهُ .,حکمت
349,وَ قَالَ [عليه السلام] مَنْ نَظَرَ فِى عَيْبِ نَفْسِهِ اشْتَغَلَ عَنْ عَيْبِ غَيْرِهِ وَ مَنْ رَضِيَ بِرِزْقِ اللَّهِ لَمْ يَحْزَنْ عَلَى مَا فَاتَهُ وَ مَنْ سَلَّ سَيْفَ الْبَغْيِ قُتِلَ بِهِ وَ مَنْ كَابَدَ الْأُمُورَ عَطِبَ وَ مَنِ اقْتَحَمَ اللُّجَجَ غَرِقَ وَ مَنْ دَخَلَ مَدَاخِلَ السُّوءِ اتُّهِمَ وَ مَنْ كَثُرَ كَلَامُهُ كَثُرَ خَطَؤُهُ وَ مَنْ كَثُرَ خَطَؤُهُ قَلَّ حَيَاؤُهُ وَ مَنْ قَلَّ حَيَاؤُهُ قَلَّ وَرَعُهُ وَ مَنْ قَلَّ وَرَعُهُ مَاتَ قَلْبُهُ وَ مَنْ مَاتَ قَلْبُهُ دَخَلَ النَّارَ وَ مَنْ نَظَرَ فِى عُيُوبِ النَّاسِ فَأَنْكَرَهَا ثُمَّ رَضِيَهَا لِنَفْسِهِ فَذَلِكَ الْأَحْمَقُ بِعَيْنِهِ وَ الْقَنَاعَةُ مَالٌ لَا يَنْفَدُ وَ مَنْ أَكْثَرَ مِنْ ذِكْرِ الْمَوْتِ رَضِيَ مِنَ الدُّنْيَا بِالْيَسِيرِ وَ مَنْ عَلِمَ أَنَّ كَلَامَهُ مِنْ عَمَلِهِ قَلَّ كَلَامُهُ إِلَّا فِيمَا يَعْنِيهِ.,حکمت
350,وَ قَالَ [عليه السلام] لِلظَّالِمِ مِنَ الرِّجَالِ ثَلَاثُ عَلَامَاتٍ يَظْلِمُ مَنْ فَوْقَهُ بِالْمَعْصِيَةِ وَ مَنْ دُونَهُ بِالْغَلَبَةِ وَ يُظَاهِرُ الْقَوْمَ الظَّلَمَةَ,حکمت
351,وَ قَالَ [عليه السلام] عِنْدَ تَنَاهِى الشِّدَّةِ تَكُونُ الْفَرْجَةُ وَ عِنْدَ تَضَايُقِ حَلَقِ الْبَلَاءِ يَكُونُ الرَّخَاءُ .,حکمت
352,وَ قَالَ [عليه السلام] لِبَعْضِ أَصْحَابِهِ لَا تَجْعَلَنَّ أَكْثَرَ شُغُلِكَ بِأَهْلِكَ وَ وَلَدِكَ فَإِنْ يَكُنْ أَهْلُكَ وَ وَلَدُكَ أَوْلِيَاءَ اللَّهِ فَإِنَّ اللَّهَ لَا يُضِيعُ أَوْلِيَاءَهُ وَ إِنْ يَكُونُوا أَعْدَاءَ اللَّهِ فَمَا هَمُّكَ وَ شُغُلُكَ بِأَعْدَاءِ اللَّهِ .,حکمت
353,وَ قَالَ [عليه السلام] أَكْبَرُ الْعَيْبِ أَنْ تَعِيبَ مَا فِيكَ مِثْلُهُ,حکمت
